Date,Price,Log Price
2010-07-18,0.08584,-1.06631029104211
2010-07-19,0.0808,-1.09258863922541
2010-07-20,0.0747357288135593,-1.12647172593657
2010-07-21,0.0791928626534191,-1.10131395792962
2010-07-22,0.0584697603740503,-1.23306868602317
2010-07-23,0.0605928696668615,-1.21757847891178
2010-07-24,0.05454,-1.26328486639439
2010-07-25,0.050540618351841,-1.2963594488991
2010-07-26,0.056,-1.2518119729938
2010-07-27,0.058622016364699,-1.23193924763416
2010-07-28,0.0589110987726476,-1.22980287700178
2010-07-29,0.0699,-1.15552282425432
2010-07-30,0.064657381648159,-1.18938188646712
2010-07-31,0.0675457989479836,-1.17040165701124
2010-08-01,0.0611,-1.21395878975745
2010-08-02,0.06,-1.22184874961636
2010-08-03,0.0600121507890123,-1.22176080817706
2010-08-04,0.0570157802454705,-1.24400492809849
2010-08-05,0.061,-1.21467016498923
2010-08-06,0.0616713150204559,-1.20991679099256
2010-08-07,0.0590039450613676,-1.22911895003405
2010-08-08,0.0609,-1.21538270736712
2010-08-09,0.0704,-1.15242734085789
2010-08-10,0.0693387288135593,-1.1590241245244
2010-08-11,0.067,-1.17392519729917
2010-08-12,0.07,-1.15490195998574
2010-08-13,0.0645,-1.19044028536473
2010-08-14,0.0669964336645237,-1.17394831492665
2010-08-15,0.0651179322033898,-1.1862993987656
2010-08-16,0.0655,-1.18375870000822
2010-08-17,0.07,-1.15490195998574
2010-08-18,0.068,-1.16749108729376
2010-08-19,0.0667,-1.17587416608345
2010-08-20,0.0655,-1.18375870000822
2010-08-21,0.0664,-1.17783192063198
2010-08-22,0.0659289888953828,-1.18092358466162
2010-08-23,0.06491,-1.18768839086888
2010-08-24,0.065,-1.18708664335714
2010-08-25,0.0648,-1.18842499412941
2010-08-26,0.0640751139684395,-1.19331061267676
2010-08-27,0.065,-1.18708664335714
2010-08-28,0.0646,-1.18976748200492
2010-08-29,0.064,-1.19382002601611
2010-08-30,0.06497,-1.18728713323463
2010-08-31,0.06,-1.22184874961636
2010-09-01,0.0620248275862069,-1.20743443428611
2010-09-02,0.0634,-1.19791074211827
2010-09-03,0.06085,-1.21573941743392
2010-09-04,0.062178275862069,-1.20636132465325
2010-09-05,0.06165,-1.21006691906825
2010-09-06,0.0616,-1.21041928783557
2010-09-07,0.0612391180596142,-1.21297107245779
